Data,F1,GMEAN,Gmean1,Gmean2,Mava,MAUC,Precision,Specificity,Recall,preclass_recall
aut,78.03999999999999,80.02,79.02,85.87,80.56,88.33,79.57,95.12,80.56,78.2667,71.8667,70.6667,80.5333,82.0000,100.0000
bal,57.91,58.08,57.99999999999999,62.0,56.989999999999995,67.74,59.209999999999994,88.71,56.989999999999995,82.5142,5.0222,83.4253
car,94.53,94.63000000000001,94.58,96.41,94.67999999999999,96.46000000000001,94.59,98.28,94.67999999999999,92.0841,90.6374,98.4793,97.5385
cle,29.970000000000002,30.620000000000005,30.3,42.27,30.769999999999996,56.730000000000004,30.54,85.95,30.769999999999996,74.0000,17.6727,22.8571,28.0000,11.3333
der,93.13,93.5,93.32000000000001,95.8,93.26,95.96000000000001,93.76,98.72999999999999,93.26,98.1818,82.6667,94.9524,89.1556,99.6000,95.0000
eco,77.22,78.79,77.99000000000001,86.49,79.38,87.63,78.24,95.67,79.38,85.1773,76.5333,57.7143,76.0000,100.0000,80.8364
fla,60.17,61.199999999999996,60.67,70.44,60.78,82.59,61.660000000000004,94.48,60.78,98.6437,75.2602,41.8245,41.4737,7.5000,100.0000
flo,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0000,100.0000,100.0000,100.0000
For,79.38,80.04,79.71000000000001,86.22999999999999,80.13,86.75,79.99000000000001,93.28999999999999,80.13,83.2821,77.1250,81.3333,78.7794
gla,65.36,66.67999999999999,66.03,75.09,67.33,80.4,66.13,92.69,67.33,68.0000,64.9667,57.6667,82.0000,55.3333,76.0000
hay,84.98,85.52,85.25,87.15,85.15,92.7,85.9,89.91,85.15,82.7692,72.6667,100.0000
hcv,51.42,54.339999999999996,52.89,60.74,54.35,71.47,54.910000000000004,93.61,54.35,96.4996,36.0000,42.6667,66.6000,30.0000
lym,86.28,87.29,86.8,88.32,88.1,91.08000000000001,86.63,89.1,88.1,100.0000,79.9487,84.3529
new,91.10000000000001,91.38,91.25999999999999,92.09,90.19,92.64,92.65,94.88,90.19,96.6667,92.5714,81.3333
pag,78.22,78.94,78.64999999999999,89.27000000000001,83.28,89.81,74.88,96.87,83.28,96.8449,88.8103,78.0000,84.7451,68.0000
pageblocks,74.06,75.62,74.9,81.3,78.9,86.82,72.63,95.76,78.9,95.8557,82.6667,100.0000,74.0000,42.0000
sat,82.53,82.63000000000001,82.58,89.42,82.89999999999999,89.74,82.36,96.93,82.89999999999999,93.8421,95.2794,85.2729,58.4955,83.5433,80.9823
shu,91.29,92.05,91.67,93.81,93.81,95.87,90.44,99.82,93.81,99.8242,76.0000,99.4118,100.0000
spl,89.25,89.27000000000001,89.25999999999999,92.06,89.42,92.07,89.12,94.84,89.42,90.4297,85.4647,92.3625
ste,70.38,70.74000000000001,70.57,81.66,71.84,83.57,69.69,94.0,71.84,50.2814,86.8421,93.9117,91.5619,71.6364,57.4877,51.1402
wqw,34.67,35.72,35.22,49.95,38.32,64.02,33.300000000000004,91.44,38.32,6.0000,41.7917,60.2603,56.3697,58.8182,45.0286,0.0000
yea,44.67,45.78,45.24,61.45,47.52,70.84,44.190000000000005,93.53,47.52,47.7092,72.0000,46.8571,67.6667,35.4909,66.3674,46.9150,47.8670,33.0000,11.3333
zoo,90.61,91.27,90.94,92.69,92.47999999999999,95.61,90.10000000000001,99.37,92.47999999999999,97.3333,100.0000,56.0000,100.0000,100.0000,94.0000,100.0000
