Data,F1,GMEAN,Gmean1,Gmean2,Mava,MAUC,Precision,Specificity,Recall,preclass_recall,f1_pre_class
eco,84.17999999999999,85.28,84.74000000000001,91.53999999999999,86.98,97.89999999999999,83.64,97.16,86.98,94.8227,72.6667,80.0000,90.0000,100.0000,84.3636,95.4143,78.3699,70.6804,83.7599,93.3333,83.5359
shu,86.11,87.03,86.6,88.98,87.86,95.67,86.4,99.5,87.86,98.7927,54.0000,99.4706,99.1667,99.2805,48.6667,97.2307,99.2479
yea,48.57,51.15,49.9,69.08,55.94,89.39,46.82,94.02000000000001,55.94,35.7129,100.0000,57.1429,69.8333,41.2727,78.6174,59.9456,50.8482,50.0000,16.0000,42.7684,80.0000,38.2019,64.6523,36.6121,76.6177,56.7521,56.3730,28.1897,5.5736
