Data,F1,GMEAN,Gmean1,Gmean2,Mava,MAUC,Precision,Specificity,Recall,preclass_recall,f1_pre_class
eco,84.05,85.11,84.59,91.52,86.86,97.94,83.41,97.16,86.86,94.6847,72.6667,79.4286,90.0000,100.0000,84.3636,95.5402,78.6340,70.4589,83.6952,93.3333,82.6475
shu,85.63,86.4,86.04,87.98,86.86,95.54,86.11,99.5,86.86,98.8631,50.0000,99.4118,99.1667,99.3103,46.6667,97.3699,99.1663
yea,48.96,51.6,50.32,69.41000000000001,56.489999999999995,89.33,47.18,94.04,56.489999999999995,36.0126,100.0000,57.1429,72.3889,42.0727,79.4659,59.8639,50.6621,50.0000,17.3333,42.9441,80.0000,37.9305,67.3192,37.2651,76.8988,57.2334,56.1924,27.7013,6.1352
