Data,F1,GMEAN,Gmean1,Gmean2,Mava,MAUC,Precision,Specificity,Recall,preclass_recall,f1_pre_class
eco,80.82000000000001,82.08,81.43,88.23,81.96,94.13,82.22,96.6,81.96,93.6650,80.4500,49.7143,83.0000,100.0000,84.9455,94.1443,78.4561,53.1023,83.9873,92.0000,83.2341
shu,91.38,91.96,91.69,93.85,93.86,99.97,90.18,99.85000000000001,93.86,99.8476,76.0000,99.5882,100.0000,99.8592,66.1333,99.7037,99.8367
yea,49.27,50.480000000000004,49.88,62.470000000000006,49.91,80.61,51.1,94.28999999999999,49.91,42.1449,76.0000,40.5714,66.2778,33.4545,76.2576,58.9626,69.4112,30.0000,6.0000,50.3323,69.3333,43.3017,67.4696,32.4788,74.3422,58.2639,59.1452,32.1937,5.8793
