Data,F1,GMEAN,Gmean1,Gmean2,Mava,MAUC,Precision,Specificity,Recall,preclass_recall,f1_pre_class
eco,82.03,83.23,82.61,89.16,83.33,94.25,83.14,96.81,83.33,93.8079,81.2000,54.8571,84.0000,100.0000,86.1091,94.2921,79.5483,57.8879,84.4317,91.3333,84.6944
shu,93.25,93.94,93.61,95.86,95.85000000000001,99.97,92.17999999999999,99.85000000000001,95.85000000000001,99.8124,84.0000,99.5882,100.0000,99.8474,73.4667,99.7037,100.0000
yea,47.77,49.2,48.480000000000004,61.36000000000001,48.92,80.99,49.519999999999996,94.25,48.92,42.0224,64.0000,40.0000,66.2778,34.2182,76.2386,58.1480,68.9516,32.0000,7.3333,50.2386,54.0000,42.6589,67.5430,31.8540,74.3952,56.9419,58.8817,33.4390,7.7767
