Data,F1,GMEAN,Gmean1,Gmean2,Mava,MAUC,Precision,Specificity,Recall,preclass_recall,f1_pre_class
eco,84.45,85.50999999999999,84.99,91.73,87.26,97.92999999999999,83.82,97.17,87.26,94.6847,71.8833,82.2857,90.0000,100.0000,84.7273,95.3441,78.0331,71.7465,84.4063,93.3333,83.8370
shu,85.64,86.41,86.05000000000001,88.0,86.88,95.55,86.11,99.52,86.88,98.8631,50.0000,99.4706,99.1667,99.3162,46.6667,97.3966,99.1663
yea,48.29,50.970000000000006,49.66,68.94,55.93,89.41,46.489999999999995,94.01,55.93,35.4563,96.0000,58.2857,70.1667,41.2727,79.4697,60.1905,50.4301,50.0000,18.0000,42.4474,74.6667,39.2926,65.4269,36.9524,76.7552,57.0397,56.0381,27.8657,6.4093
