Data,F1,GMEAN,Gmean1,Gmean2,Mava,MAUC,Precision,Specificity,Recall,preclass_recall,f1_pre_class
eco,81.67,82.69999999999999,82.17,88.79,82.80999999999999,94.28999999999999,82.6,96.76,82.80999999999999,94.3695,80.1333,50.8571,85.0000,100.0000,86.5091,94.7651,78.4173,54.0733,85.3206,92.6667,84.7515
shu,90.28,91.03999999999999,90.66,92.81,92.81,99.95,89.41,99.82,92.81,99.8359,72.0000,99.4118,100.0000,99.8416,62.0000,99.5852,99.6735
yea,49.15,50.39,49.769999999999996,62.61,49.91,80.66,50.93,94.21000000000001,49.91,41.6737,76.0000,44.5714,62.7222,33.0545,75.4886,57.4915,68.7168,32.0000,7.3333,49.8598,69.3333,44.3402,65.5321,31.8538,74.2829,56.0449,58.6852,34.2667,7.2567
